Lot Number,Image,Address,Town,Postcode,Description,Guide Price,Price,Auctioneer,Auction Date,Lease Details,Vendor
3,https://www.eigroup.co.uk/files/55/21294/3aebf1e0-53af-4bad-b462-d143e433f531.jpg,"57 Francis Avenue, Ilford, Essex, IG1 1TS", Essex, IG1 1TS,Freehold Terrace House Two Floor 5 Room(s) Unmodernised Garden Vacant,"£210,000 Plus",210000,Savills (London - National),31 March 2015,,
4,https://www.eigroup.co.uk/files/55/21294/221cce57-04de-4b3a-937d-b7721f5920e9.jpg,"98 Falloden Way, Golders Green, London, NW11 6JD", London, NW11 6JD,Freehold End of Terrace House Two Floor 5 Room(s) Unmodernised Garden Garage/s Vacant,"£425,000 Plus",425000,Savills (London - National),31 March 2015,,
5,https://www.eigroup.co.uk/files/55/21294/2b3a9edc-3ccb-4edf-a874-4f264d790b2d.jpg,"13 Millais Road, Leytonstone, London, E11 4HB", London, E11 4HB,Freehold Terrace House Two Floor 5 Room(s) Unmodernised Garden Vacant,"£420,000 Plus",420000,Savills (London - National),31 March 2015,,
6,https://www.eigroup.co.uk/files/55/21294/c323c413-0ed8-40a3-9e18-f69a840a4b34.jpg,"68 Longfield Avenue, Enfield, Middlesex, EN3 5RT", Middlesex, EN3 5RT,Freehold End of Terrace House Two Floor 5 Room(s) Unmodernised Vacant,"£230,000 Plus",230000,Savills (London - National),31 March 2015,,
7,https://www.eigroup.co.uk/files/55/21294/65e8d953-9171-41c8-a31e-1502f679829e.jpg,"Flat 1, 106 Inverness Terrace, Bayswater, London, W2 3LD", London, W2 3LD,Leasehold Lower Ground Floor Flat Three Room(s) Unmodernised Vacant,"£435,000 Plus",435000,Savills (London - National),31 March 2015,"999 Yr, commencing 07/10/1983 00:00:00",
8,https://www.eigroup.co.uk/files/55/21294/adb0d9f8-0ccc-450e-8920-4ed7519fc250.jpg,"87 Birkbeck Avenue, Greenford, Middlesex, UB6 8LX", Middlesex, UB6 8LX,Leasehold Ground Floor Flat Three Room(s) Unmodernised Garden Vacant,"£130,000 Plus",130000,Savills (London - National),31 March 2015,,
9,https://www.eigroup.co.uk/files/55/21294/af363e07-dc19-4fee-acca-2149b8f49bb1.jpg,"10B Ambleside Avenue, Streatham, London, SW16 6AD", London, SW16 6AD,Leasehold 1st Floor Flat Unmodernised Two Room(s) Vacant,"£95,000 Plus",95000,Savills (London - National),31 March 2015,"125 Yr, commencing 28/06/1984 00:00:00 (GR.£20.PA)",
10,https://www.eigroup.co.uk/files/55/21294/f82274f5-793c-4121-b134-d0b8e71bc98c.jpg,"Flat 2, Chesney Court, Shirland Road, Maida Vale, London, W9 2EG", London, W9 2EG,Leasehold Self-Contained Ground Floor Flat Two Bedroom Vacant,"£340,000 Plus",340000,Savills (London - National),31 March 2015,"125 Yr, commencing 25/12/1987 00:00:00 (GR.£75.PA.)",
11,https://www.eigroup.co.uk/files/55/21294/ab30fdd6-1845-43a7-8514-364434a71d9b.jpg,"17 Merchiston Road, Catford, London, SE6 1SH", London, SE6 1SH,Freehold Terrace House Three Floor 6 Room(s) Unmodernised Garden Vacant,"£250,000 Plus",250000,Savills (London - National),31 March 2015,,
12,https://www.eigroup.co.uk/files/55/21294/699806ef-7a04-4239-8d0a-bd5752dcf2eb.jpg,"98 The Glade, Coulsdon, Surrey, CR5 1SN", Surrey, CR5 1SN,Freehold Semi-Detached House Two Floor 5 Room(s) Unmodernised Garden Vacant,"£210,000 Plus",210000,Savills (London - National),31 March 2015,,
13,https://www.eigroup.co.uk/files/55/21294/7b8a2a21-f9ed-48b1-93c3-8dd95f5593de.jpg,"Flat 11, Derby Lodge, Britannia Street, Kings Cross, London, WC1X 9BP", London, WC1X 9BP,Leasehold 3rd Floor Purpose Built Flat 4 Room(s) Vacant,Sold Prior,,Savills (London - National),31 March 2015,"125 Yr, commencing 07/02/2000 00:00:00 (GR.£10.PA)",
14,https://www.eigroup.co.uk/files/55/21294/dc83bd4f-222d-4fd9-ba83-4b9aef1be068.jpg,"10 Netherwood Road, Kensington, London, W14 0BJ", London, W14 0BJ,Freehold End of Terrace Building 5 Floor Arranged As Ground Floor & Basement Office Planning Permission Conversion Two Self-Contained Flat Vacant & rres on Residential Upper Part Three Self-Contained Flat,"£385,000 Plus",385000,Savills (London - National),31 March 2015,,
15,https://www.eigroup.co.uk/files/55/21294/8ab3c4cb-5b7f-41f1-a789-2a436ba7e115.jpg,"27 Cornwallis Road, Edmonton, London, N9 0JJ", London, N9 0JJ,Freehold Terrace House Two Floor 4 Room(s) Unmodernised Garden Vacant,"£210,000 Plus",210000,Savills (London - National),31 March 2015,,
16,https://www.eigroup.co.uk/files/55/21294/9a61e3a2-3895-4b25-a140-f890e681a164.jpg,"59 St. Albans Grove, Carshalton, Surrey, SM5 1ND", Surrey, SM5 1ND,Freehold End of Terrace House Two Floor 4 Room(s) Unmodernised Garden Garage/s Vacant,"£210,000 Plus",210000,Savills (London - National),31 March 2015,,
17,https://www.eigroup.co.uk/files/55/21294/fe7c3eba-93f3-476e-a270-b12c469be6be.jpg,"65 Livingstone Road, Thornton Heath, Surrey, CR7 8JX", Surrey, CR7 8JX,Freehold Terrace House Two Floor 5 Room(s) Unmodernised Garden Vacant,"£240,000 Plus",240000,Savills (London - National),31 March 2015,,
18,https://www.eigroup.co.uk/files/55/21294/e7024c5f-5273-4dec-96d4-4b14cda77fbc.jpg,"83 Livingstone Road, Thornton Heath, Surrey, CR7 8JY", Surrey, CR7 8JY,Freehold Terrace House Two Floor 4 Room(s) Unmodernised Garden Vacant,"£230,000 Plus",230000,Savills (London - National),31 March 2015,,
19,https://www.eigroup.co.uk/files/55/21294/ce252054-a0c6-4406-8d77-7336e37c3b6e.jpg,"5 Summerville Court, 103 Lansdowne Road, Croydon, Surrey, CR0 2BN", Surrey, CR0 2BN,Leasehold 1st Floor Purpose Built Flat Two Room(s) Unmodernised Allocated Parking Space Communal Gardens Vacant,"£130,000 Plus",130000,Savills (London - National),31 March 2015,"99 Yr, commencing 25/03/1980 00:00:00 (GR.£30.PA)",
20,https://www.eigroup.co.uk/files/55/21294/fca30da0-8837-429c-ae39-a6c7944408af.jpg,"41 Clarendon Road, Croydon, Surrey, CR0 3SJ", Surrey, CR0 3SJ,Freehold Semi-Detached House Two Floor 5 Room(s) Unmodernised Garden Vacant,"£230,000 Plus",230000,Savills (London - National),31 March 2015,,
21,https://www.eigroup.co.uk/files/55/21294/a9fda5f4-d42e-42c0-81e7-f3dd810c78ee.jpg,"Pond Cottage, 3C Southside Common, Wimbledon, London, SW19 4TG", London, SW19 4TG,Freehold Semi-Detached Cottage Three Room(s) & Cellar Three Room(s) & Two Store Room(s) Unmodernised Garden Development Potential Subject to Planning Permission Vacant,"£1,000,000 Plus",1000000,Savills (London - National),31 March 2015,,
22,https://www.eigroup.co.uk/files/55/21294/0cd839e8-f7a7-4833-8074-c3c2ebcfcd63.jpg,"35 Braeside Avenue, Wimbledon, London, SW19 3PU", London, SW19 3PU,Leasehold Purpose Built Ground Floor Flat Three Room(s) Garden Vacant,"£175,000 Plus",175000,Savills (London - National),31 March 2015,"80 Yr, commencing 25/03/1953 00:00:00 (GR.£6.PA)",
23,https://www.eigroup.co.uk/files/55/21294/d81addf0-98e0-4eb1-88d4-7eb87915640f.jpg,"23 Montague Road, Wimbledon, London, SW19 1TB", London, SW19 1TB,Leasehold 1st / 2nd Floor Maisonette Arranged As Two Self-Contained Flat Assured Shorthold Tenancy,"£575,000 Plus",575000,Savills (London - National),31 March 2015,"99 Yr, commencing 12/03/1986 00:00:00 (GR.£50.PA)",
24,https://www.eigroup.co.uk/files/55/21294/cc84d463-027e-4653-9d93-bed3184fa50c.jpg,"7 Malcolm Road, South Norwood, London, SE25 5HE", London, SE25 5HE,Freehold Terrace House Two Floor 4 Room(s) Unmodernised Vacant,"£230,000 Plus",230000,Savills (London - National),31 March 2015,,
25,https://www.eigroup.co.uk/files/55/21294/76fda164-9d31-430a-a893-2d223ee941d4.jpg,"63 Huntsman Road, Ilford, Essex, IG6 3SX", Essex, IG6 3SX,Freehold Semi-Detached House Three Floor 6 Room(s) Unmodernised Garden Vacant,"£235,000 Plus",235000,Savills (London - National),31 March 2015,,
26,https://www.eigroup.co.uk/files/55/21294/fdb5574e-aaba-42a5-9b17-7f174cb8ef94.jpg,"74 Guildford Road, Croydon, Surrey, CR0 2HJ", Surrey, CR0 2HJ,Freehold End of Terrace House Two Floor 5 Room(s) Unmodernised Garden Vacant,"£190,000 Plus",190000,Savills (London - National),31 March 2015,,
27,https://www.eigroup.co.uk/files/55/21294/875c60e8-5383-4f69-b93f-8e31827bcabf.jpg,"31 Drapers Road, Stratford, London, E15 2AZ", London, E15 2AZ,Freehold Terrace House Two Floor 4 Room(s) Unmodernised Garden Vacant,"£290,000 Plus",290000,Savills (London - National),31 March 2015,,
28,https://www.eigroup.co.uk/files/55/21294/f74c5c5c-2253-4005-bbb5-b48494d30df7.jpg,"29A Gondar Gardens, Hampstead, London, NW6 1EP", London, NW6 1EP,Leasehold Garden Flat Two Bedroom Planning Permission Conversion Ground Floor / Basement Flat Three Bedroom Vacant,"£695,000 Plus",695000,Savills (London - National),31 March 2015,,
29,https://www.eigroup.co.uk/files/55/21294/ec14e1f3-d9be-461e-983e-8d70a6fb6d9d.jpg,"75 Freshwell Avenue, Romford, Essex, RM6 5DR", Essex, RM6 5DR,Freehold Semi-Detached House Two Floor 5 Room(s) Garden Garage/s Vacant,"£240,000 Plus",240000,Savills (London - National),31 March 2015,,
30,https://www.eigroup.co.uk/files/55/21294/0ff7d8a1-c0d3-46a6-ac0d-116184f1335e.jpg,"Land R/O 75 Freshwell Avenue, Romford, Essex, RM6 5DR", Essex, RM6 5DR,Freehold Land Development Potential Subject to Planning Permission Vacant,No Reserve,,Savills (London - National),31 March 2015,,
31,https://www.eigroup.co.uk/files/55/21294/bbc980da-2280-4fab-9352-d9d43bf1edbc.jpg,"Land R/O 123 Whitchurch Lane, Edgware, Middlesex, HA8 6NZ", Middlesex, HA8 6NZ,Freehold Site 0.553 Acre Planning Permission Two Block Arranged As 6 Unit/s Vacant,"£600,000 Plus",600000,Savills (London - National),31 March 2015,,
32,https://www.eigroup.co.uk/files/55/21294/2c2013e1-9502-4fa0-9b4a-32f3d8bdd3e0.jpg,"King Edwards Place, 363A Uxbridge Road, Acton, London, W3 9RH", London, W3 9RH,Freehold Detached Warehouse Three Floor Total 2518 Square Feet Unmodernised Planning Permission Conversion Three Self-Contained Flat Vacant,"£400,000 Plus",400000,Savills (London - National),31 March 2015,,
33,https://www.eigroup.co.uk/files/55/21294/feee8cf8-a47d-4987-83b1-14eeee31ca1d.jpg,"10 Petros Gardens, Hampstead, London, NW3 6EL", London, NW3 6EL,Freehold Terrace House Two Floor Three Room(s) Communal Gardens Vacant,"£570,000 Plus",570000,Savills (London - National),31 March 2015,,
34,https://www.eigroup.co.uk/files/55/21294/006116e7-d16b-4246-a21b-cb613863da3c.jpg,"Flat F, 43 The Drive, Ilford, Essex, IG1 3HB", Essex, IG1 3HB,Leasehold 1st Floor Flat Two Room(s) Unmodernised Vacant,"£80,000 Plus",80000,Savills (London - National),31 March 2015,"125 Yr, commencing 12/07/1985 00:00:00 (GR.£10.PA.)",
35,https://www.eigroup.co.uk/files/55/21294/8e3ef9ca-6d7f-4fe1-8829-301a220a9682.jpg,"Flat 25, Penshurst, Queens Crescent, Kentish Town, London, NW5 3QH", London, NW5 3QH,Leasehold Purpose Built Ground Floor Flat Three Room(s) Unmodernised Vacant,"£335,000 Plus",335000,Savills (London - National),31 March 2015,"125 Yr, commencing 15/09/2000 00:00:00 (GR.£10.PA)",
36,https://www.eigroup.co.uk/files/55/21294/81443d50-0a49-44ad-8909-4cba66c8d08c.jpg,"2 Ravenswood Road, Balham, London, SW12 9PJ", London, SW12 9PJ,Freehold End of Terrace Building Two Floor Arranged As Lock Up Retail Unit/s Upper Part Two Room(s) Planning Permission Conversion House Vacant,"£265,000 Plus",265000,Savills (London - National),31 March 2015,,
37,https://www.eigroup.co.uk/files/55/21294/9135ce08-dd85-4d08-aa03-d04ab39e521c.jpg,"33 Methuen Road, Edgware, Middlesex, HA8 6EU", Middlesex, HA8 6EU,Freehold Semi-Detached House Two Floor 4 Room(s) Unmodernised Garden Garage/s Vacant,"£365,000 Plus",365000,Savills (London - National),31 March 2015,,
38,https://www.eigroup.co.uk/files/55/21294/08bb8e0e-1087-4412-a81b-9c0f1fc9fd1c.jpg,"15 Crawley Road, Luton, Bedfordshire, LU1 1HX", Bedfordshire, LU1 1HX,Freehold End of Terrace Building Two Floor Arranged As 6 Self-Contained Flat Assured Shorthold Tenancy,"£295,000 Plus",295000,Savills (London - National),31 March 2015,,
39,https://www.eigroup.co.uk/files/55/21294/568cf054-4cb4-4d62-872c-e41cec8c9770.jpg,"17 Rosslyn Crescent, Harrow, Middlesex, HA1 2SA", Middlesex, HA1 2SA,Freehold Terrace House Two Floor 6 Room(s) Arranged As HMO Let,"£315,000 Plus",315000,Savills (London - National),31 March 2015,,
40,https://www.eigroup.co.uk/files/55/21294/78cebc65-d095-4871-bcf6-d8c1c5b7ed61.jpg,"29 Mount Avenue, Southall, Middlesex, UB1 2LH", Middlesex, UB1 2LH,Freehold Terrace House Two Floor 4 Room(s) Unmodernised Garden Vacant,"£230,000 Plus",230000,Savills (London - National),31 March 2015,,
41,https://www.eigroup.co.uk/files/55/21294/dd2f6ea4-978b-4705-9611-4b9c1f2efc44.jpg,"Flat D, 6-8 Connaught Road, Willesden, London, NW10 9AG", London, NW10 9AG,Leasehold 1st Floor Flat Three Room(s) Vacant,"£275,000 Plus",275000,Savills (London - National),31 March 2015,"125 Yr, commencing 01/01/2015 00:00:00 (GR.£200.PA.)",Housing Association
42,https://www.eigroup.co.uk/files/55/21294/ff9a2956-1a08-4bed-95aa-109698ef9f62.jpg,"190 Holmesdale Road, South Norwood, London, SE25 6PT", London, SE25 6PT,Freehold Terrace House Three Floor 6 Room(s) Unmodernised Garden Vacant,"£230,000 Plus",230000,Savills (London - National),31 March 2015,,
43,https://www.eigroup.co.uk/files/55/21294/2474cc11-a79a-4a94-a358-b9cd55b30ca5.jpg,"88 Elsenham Street, Wandsworth, London, SW18 5NT", London, SW18 5NT,Freehold Terrace House Two Floor 5 Room(s) Unmodernised Garden Vacant,"£680,000 Plus",680000,Savills (London - National),31 March 2015,,
44,https://www.eigroup.co.uk/files/55/21294/6121350e-b1ce-4175-ba5b-d0363645d56e.jpg,"63 Ravensbury Road, Wandsworth, London, SW18 4RX", London, SW18 4RX,Freehold Terrace House Two Floor 4 Room(s) Unmodernised Garden Vacant,"£620,000 Plus",620000,Savills (London - National),31 March 2015,,
45,https://www.eigroup.co.uk/files/55/21294/6399b83b-5c11-4cbb-916a-fde37c3916f0.jpg,"2 Coldharbour Close, Egham, Surrey, TW20 8TH", Surrey, TW20 8TH,Freehold Semi-Detached Bungalow Three Room(s) Unmodernised Garden Garage/s Vacant,"£315,000 Plus",315000,Savills (London - National),31 March 2015,,
46,https://www.eigroup.co.uk/files/55/21294/78f3dce1-93e6-44f8-b8d2-f321a447d1b3.jpg,"1 Old Kiln Cottages, Malders Lane, Maidenhead, Berkshire, SL6 6NJ", Berkshire, SL6 6NJ,Freehold End of Terrace Cottage Two Floor Three Room(s) Unmodernised Garden Vacant,"£250,000 Plus",250000,Savills (London - National),31 March 2015,,
47,https://www.eigroup.co.uk/files/55/21294/a7c3ab9a-701d-4ce7-b366-b09c5703b883.jpg,"10 Agamemnon Road, Hampstead, London, NW6 1DY", London, NW6 1DY,Freehold Terrace Building 4 Floor Arranged As 6 Studio Flat & One Flat Assured Shorthold Tenancy & One Studio Flat Vacant,"£1,300,000 Plus",1300000,Savills (London - National),31 March 2015,,
48,https://www.eigroup.co.uk/files/55/21294/fe20c9cc-81b1-4c34-814e-907f32d7a683.jpg,"1 Weston Grove, Bromley, Kent, BR1 3RJ", Kent, BR1 3RJ,Leasehold Purpose Built Ground Floor Flat Three Room(s) Unmodernised Vacant,"£180,000 Plus",180000,Savills (London - National),31 March 2015,,
49,https://www.eigroup.co.uk/files/55/21294/a6f55a37-a57c-4280-8465-6ab069089970.jpg,"43 Eland Road, Croydon, Surrey, CR0 4LJ", Surrey, CR0 4LJ,Freehold Terrace House Two Floor 4 Room(s) Unmodernised Vacant,"£180,000 Plus",180000,Savills (London - National),31 March 2015,,
50,https://www.eigroup.co.uk/files/55/21294/63a50f1f-cbc2-4513-a30a-b587a3c24ec8.jpg,"174 Birchanger Road, South Norwood, London, SE25 5BQ", London, SE25 5BQ,Leasehold Ground Floor Flat Three Bedroom Unmodernised Garden Vacant,"£200,000 Plus",200000,Savills (London - National),31 March 2015,"125 Yr, commencing 29/09/2000 00:00:00 (GR.£100.PA.)",
51,https://www.eigroup.co.uk/files/55/21294/3343b02d-ac1d-47be-93db-5a2da4bb0bac.jpg,"Flat 1, 89 Knollys Road, Streatham, London, SW16 2JP", London, SW16 2JP,Leasehold Ground Floor Flat 4 Room(s) Unmodernised Garden Vacant,"£250,000 Plus",250000,Savills (London - National),31 March 2015,"99 Yr, commencing 29/09/2003 00:00:00 (GR.£150.PA.)",
52,https://www.eigroup.co.uk/files/55/21294/d65465e9-fd11-4c51-8ad7-d0eb4c7d7346.jpg,"56 Shepherds Bush Road, Hammersmith, London, W6 7PH", London, W6 7PH,Freehold Terrace Building 4 Floor Arranged As Ground / Lower Ground Floor Retail Unit/s Residential Upper Part Two Flat Planning Permission Conversion Vacant,"£1,300,000 Plus",1300000,Savills (London - National),31 March 2015,,
53,https://www.eigroup.co.uk/files/55/21294/8d48936e-1f81-4ec6-9a5b-303f25a509ca.jpg,"St. Pauls Place, 40 St. Pauls Square, Birmingham, West Midlands, B3 1FQ", West Midlands, B3 1FQ,Leasehold Office Building Two Floor Total 23269 Square Feet Arranged As 6 Unit/s 5 Let One Unit/s Vacant,"£3,750,000 Plus",3750000,Savills (London - National),31 March 2015,"250 Yr, commencing 01/11/2010 00:00:00 (GR.£1.PA)",
54,https://www.eigroup.co.uk/files/55/21294/02738272-316c-4ce4-a537-1c9b38db89dd.jpg,"Flat 3, 15 Kynaston Road, Thornton Heath, Surrey, CR7 7AZ", Surrey, CR7 7AZ,Leasehold 2nd Floor Flat Three Room(s) Unmodernised Vacant,"£80,000 Plus",80000,Savills (London - National),31 March 2015,"999 Yr, commencing 24/06/1975 00:00:00 (GR.£50.PA)",
55,https://www.eigroup.co.uk/files/55/21294/c757c60f-ec97-41f1-b5ff-5ab51a174f08.jpg,"9 Lincoln Court, Chinbrook Road, Grove Park, London, SE12 9TX", London, SE12 9TX,Leasehold Purpose Built 1st Floor Flat Three Room(s) Unmodernised Garden Vacant,"£80,000 Plus",80000,Savills (London - National),31 March 2015,"50 Yr, commencing 25/03/1986 00:00:00 (GR.£100.PA)",
56,https://www.eigroup.co.uk/files/55/21294/274ee78b-8ec0-4dbc-9f08-cc984559ac36.jpg,"1 Bucharest Road, Wandsworth, London, SW18 3AS", London, SW18 3AS,Freehold End of Terrace House Two Floor 5 Room(s) Unmodernised Garden Vacant,"£800,000 Plus",800000,Savills (London - National),31 March 2015,,
57,https://www.eigroup.co.uk/files/55/21294/e81d6e92-cdd5-486c-9089-9045cace461a.jpg,"199 Grange Road, South Norwood, London, SE25 6TG", London, SE25 6TG,Leasehold Lower Ground Floor Flat Three Room(s) Unmodernised Communal Gardens Vacant,"£140,000 Plus",140000,Savills (London - National),31 March 2015,"99 Yr, commencing 24/06/1987 00:00:00 (GR.£150.PA)",
58,https://www.eigroup.co.uk/files/55/21294/3d096578-7084-4971-acb3-499b7415c3db.jpg,"Flat 17, Daphne House, Acacia Road, Wood Green, London, N22 5RX", London, N22 5RX,Leasehold Purpose Built 4th Floor Flat 4 Room(s) Unmodernised Vacant,"£150,000 Plus",150000,Savills (London - National),31 March 2015,"125 Yr, commencing 13/09/2004 00:00:00 (GR.£10.PA)",
59,https://www.eigroup.co.uk/files/55/21294/7b324b2c-6e7a-4d86-8f17-159d34f3166e.jpg,"153B Grange Road, Plaistow, London, E13 0HA", London, E13 0HA,Leasehold 1st Floor Flat 4 Room(s) Unmodernised Vacant,"£130,000 Plus",130000,Savills (London - National),31 March 2015,"99 Yr, commencing 01/01/2004 00:00:00 (GR.£50.PA)",
60,https://www.eigroup.co.uk/files/55/21294/f4320f6c-86a2-436d-b4e8-a5b773779e79.jpg,"19 Waterside Road, Southall, Middlesex, UB2 4RA", Middlesex, UB2 4RA,Leasehold Purpose Built 2nd Floor Flat Three Room(s) Unmodernised Vacant,"£80,000 Plus",80000,Savills (London - National),31 March 2015,,
61,https://www.eigroup.co.uk/files/55/21294/567f2295-1734-43bf-99e6-1191e397f21f.jpg,"77 Thornton Avenue, Chiswick, London, W4 1QF", London, W4 1QF,Freehold End of Terrace Building Three Floor Arranged As 5 Self-Contained Flat Garden Two Assured Shorthold Tenancy Two Periodic Assured Tenancy Let,"£1,200,000 Plus",1200000,Savills (London - National),31 March 2015,,
62,https://www.eigroup.co.uk/files/55/21294/c93a637e-83c6-4803-bbcd-6c0485cfc604.jpg,"135 North Hill, Highgate, London, N6 4DP", London, N6 4DP,Freehold Terrace House 4 Floor 4 Bedroom Garage/s Garden Vacant,"£1,000,000 Plus",1000000,Savills (London - National),31 March 2015,,
63,https://www.eigroup.co.uk/files/55/21294/9d4b8870-0d0d-4977-96e8-928d3b836a11.jpg,"28 Pandora Road, Hampstead, London, NW6 1TT", London, NW6 1TT,Freehold Terrace Building 4 Floor Arranged As 8 Unit/s 5 Assured Shorthold Tenancy Three Registered Rent,"£1,000,000 Plus",1000000,Savills (London - National),31 March 2015,,
64,https://www.eigroup.co.uk/files/55/21294/8cd29285-9695-40c4-b5af-d12df3ca0c07.jpg,"29 St. Johns Road, Richmond, Surrey, TW9 2PE", Surrey, TW9 2PE,Freehold End of Terrace Building Three Floor Arranged As HMO 6 Bed Sit Two Assured Shorthold Tenancy One Periodic Assured Tenancy Two Tenanted One Assured Shorthold Tenancy,"£1,100,000 Plus",1100000,Savills (London - National),31 March 2015,,
65,https://www.eigroup.co.uk/files/55/21294/b1998bc7-133e-4431-8dc6-344fdb907f93.jpg,"198 Sutherland Avenue, Maida Vale, London, W9 1RX", London, W9 1RX,Freehold Semi-Detached Building 4 Floor Arranged As Two Self-Contained Maisonette Planning Permission Conversion House Vacant,"£2,750,000 Plus",2750000,Savills (London - National),31 March 2015,,
66,https://www.eigroup.co.uk/files/55/21294/1ef77363-6705-4dec-9195-8db3a14f6d63.jpg,"67 Credenhill Street, Streatham, London, SW16 6PP", London, SW16 6PP,Leasehold Purpose Built Garden Flat Three Room(s) Garden Vacant,"£290,000 Plus",290000,Savills (London - National),31 March 2015,,
67,https://www.eigroup.co.uk/files/55/21294/ad28007e-d9a1-476c-ab96-3133e03cab27.jpg,"92 Pollards Hill South, Norbury, London, SW16 4ND", London, SW16 4ND,Freehold Terrace House Two Floor 5 Room(s) Garden Vacant,"£390,000 Plus",390000,Savills (London - National),31 March 2015,,
68,https://www.eigroup.co.uk/files/55/21294/2e6364a2-37ee-4dd7-bffb-dbef0b0638f9.jpg,"44 Duckett Road, Haringey, London, N4 1BN", London, N4 1BN,Freehold Terrace House Three Floor Arranged As Three Self-Contained Flat Vacant,"£600,000 Plus",600000,Savills (London - National),31 March 2015,,
69,https://www.eigroup.co.uk/files/55/21294/af428d80-bfde-4d58-a673-d3dcd4cf0628.jpg,"17 Bay Court, Popes Lane, Ealing, London, W5 4NE", London, W5 4NE,Leasehold Purpose Built 1st Floor Flat Three Room(s) Allocated Parking Space Vacant,"£250,000 Plus",250000,Savills (London - National),31 March 2015,"99 Yr, commencing 25/12/1987 00:00:00 (GR.£110.PA)",
70,https://www.eigroup.co.uk/files/55/21294/67eed77b-bedd-42ac-8701-d22067f46f40.jpg,"21 Baden Road, Ilford, Essex, IG1 2HS", Essex, IG1 2HS,Freehold Terrace House Two Floor 5 Room(s) Garden Vacant,"£250,000 Plus",250000,Savills (London - National),31 March 2015,,
71,https://www.eigroup.co.uk/files/55/21294/9358fddc-17b3-4443-b66b-f9b4f9818085.jpg,"967 Fulham Road, Fulham, London, SW6 5JJ", London, SW6 5JJ,Freehold Headlease on Terrace Building Three Floor & Basement Arranged As Ground Floor Retail Unit/s & Residential Upper Part,"£45,000 Plus",45000,Savills (London - National),31 March 2015,,Diocese of London
72,https://www.eigroup.co.uk/files/55/21294/ea99394c-f6c2-4434-83d9-918d3c07d99b.jpg,"79 Masons Avenue, Harrow, Middlesex, HA3 5AN", Middlesex, HA3 5AN,Leasehold Ground Floor Flat Three Room(s) Unmodernised Vacant,"£130,000 Plus",130000,Savills (London - National),31 March 2015,"99 Yr, commencing 29/09/2002 00:00:00 (GR.£100.PA)",
73,https://www.eigroup.co.uk/files/55/21294/cc30a6db-0987-4c6a-98b5-9f9d26718ef8.jpg,"40 Effingham Road, Croydon, Surrey, CR0 3NE", Surrey, CR0 3NE,Freehold Terrace House Two Floor 6 Room(s) Unmodernised Garden Vacant,"£250,000 Plus",250000,Savills (London - National),31 March 2015,,
74,https://www.eigroup.co.uk/files/55/21294/c359b56e-dccf-473e-8d8d-98c3f0c6fcff.jpg,"257 Brook Street, Erith, Kent, DA8 1EB", Kent, DA8 1EB,Freehold Semi-Detached House Two Floor 5 Room(s) Unmodernised Garden Vacant,"£130,000 Plus",130000,Savills (London - National),31 March 2015,,
75,https://www.eigroup.co.uk/files/55/21294/40537399-dbd3-4215-be53-be7683f7a5a6.jpg,"24 Elmhurst Drive, Hornchurch, Essex, RM11 1PE", Essex, RM11 1PE,Freehold Semi-Detached Bungalow 4 Room(s) Unmodernised Garden Garage/s Vacant,"£335,000 Plus",335000,Savills (London - National),31 March 2015,,
76,https://www.eigroup.co.uk/files/55/21294/39210c10-4eab-479d-a369-7f4f50ef1118.jpg,"Flat 31, Belgrave Heights, 26 Belgrave Road, Leytonstone, London, E11 3RE", London, E11 3RE,Leasehold Purpose Built 6th Floor Flat Three Room(s) Vacant,"£200,000 Plus",200000,Savills (London - National),31 March 2015,"999 Yr, commencing 12/03/1999 00:00:00 (GR.£150.PA)",
77,https://www.eigroup.co.uk/files/55/21294/07b020b8-4245-4ede-9e6a-b8f2e62bdf66.jpg,"124A Lyndhurst Way, Peckham, London, SE15 4PT", London, SE15 4PT,Leasehold Lower Ground Floor Flat Two Room(s) Unmodernised Garden Vacant,"£250,000 Plus",250000,Savills (London - National),31 March 2015,"128 Yr, commencing 29/09/2001 00:00:00 (GR.£200.PA)",
78,https://www.eigroup.co.uk/files/55/21294/9a41bbe4-f36f-483d-9726-46dfa61177c4.jpg,"33 St. Oswald's Road, Streatham, London, SW16 3SA", London, SW16 3SA,Freehold Semi-Detached House Two Floor 5 Room(s) Unmodernised Garden Garage/s Vacant,"£380,000 Plus",380000,Savills (London - National),31 March 2015,,
79,https://www.eigroup.co.uk/files/55/21294/03dea031-376c-4a14-96a9-91bcab1a7d22.jpg,"56 Selwyn Avenue, Richmond, Surrey, TW9 2HD", Surrey, TW9 2HD,Leasehold End of Terrace House Three Floor 5 Room(s) Unmodernised Garden Vacant,"£550,000 Plus",550000,Savills (London - National),31 March 2015,,
80,https://www.eigroup.co.uk/files/55/21294/c73309b9-bd9a-4471-aeff-b52095fcd44d.jpg,"77 Elm Walk, Raynes Park, London, SW20 9EE", London, SW20 9EE,Freehold End of Terrace House Two Floor 5 Room(s) Garden Garage/s Vacant,"£525,000 Plus",525000,Savills (London - National),31 March 2015,,
